Category,Recipient Name,Project Purpose,Project Location,Amount Requested ($000),senator,category,recipient_name,project_purpose,project_location,amount_requested_000
"Transportation, Housing & Urban Development",City of Danville,To provide the community with a unique recreational amenity and a training facility for professional swift water rescue teams by repurposing an 1816 waterpower canal into a Whitewater Park.,City of Danville VA,4000.0,Tim Kaine,,,,,
"Transportation, Housing & Urban Development",Southside Community,"Development & Housing Corporation To construct affordable housing in Emporia, Virginia and provide comprehensive resident services.",City of Emporia VA,1000.0,Tim Kaine,,,,,
"Transportation, Housing & Urban Development",Hampton Roads,"Ecumenical Lodgings & Provisions, Inc To remove a dilapidated house and replace it with affordable apartments dedicated to serving low-income households with a focus on seniors and veterans. City of Hampton",VA,500.0,Tim Kaine,,,,,
"Transportation, Housing & Urban Development",Virginia Department of,Transportation The Birthplace of America Trail (BoAT) will provide a multi-use trail connecting the Hampton Roads Region to the Virginia Capital Trail. City of Hampton,VA,1450.0,Tim Kaine,,,,,
"Transportation, Housing & Urban Development",City of Hampton,"This project proposes to enhance Honor Park, creating an accessible urban park integrating walkability and stormwater facilities while preserving the integrity and solemnity of the memorials. City of Hampton",VA,3000.0,Tim Kaine,,,,,
"Transportation, Housing & Urban Development",City of Hampton,"This project will provide accessibility and security improvements to the Therapeutic Recreation Center, allowing the City to better serve those with disabilities increasing accessibility and improved and increased programming. City of Hampton",VA,3000.0,Tim Kaine,,,,,
"Transportation, Housing & Urban Development",City of Harrisonburg,"To relocate four blocks of overhead utilities underground during the reconstruction of Liberty Street to remove constraints that prevent housing and other development proposals from advancing, in the downtown core. City of",Harrisonburg VA,6000.0,Tim Kaine,,,,,
"Transportation, Housing & Urban Development",THUD_Kaine_CDS_Disclosure_24.pdf,"Document created 06/20/2024, 04:10 PM Harrisonburg Redevelopment and Housing Authority To implement energy efficiency upgrades to and renovate affordable housing for the elderly, disabled, and chronically homeless. City of",Harrisonburg VA,1000.0,Tim Kaine,,,,,
"Transportation, Housing & Urban Development",City of Hopewell,"To establish a permanent, year-round home for its farmers market that can also serve as a downtown civic space during times when the market is not active. City of Hopewell",VA,1144.0,Tim Kaine,,,,,
"Transportation, Housing & Urban Development",Virginia Department of,Transportation To continue critical neighborhood street and drainage improvements on the local transportation facilities along Hooker Street and perpendicular local roads to alleviate decades of local flooding on substandard roadways. City of Hopewell,VA,4989.0,Tim Kaine,,,,,
"Transportation, Housing & Urban Development",Young Men's Christian,"Association of Central Virginia To provide accessibility to all of the YMCA programs and services to all people, regardless of age, race, gender, gender identity, or physical ability to enter and navigate the facilities. City of Lynchburg",VA,1423.0,Tim Kaine,,,,,
"Transportation, Housing & Urban Development",People Incorporated of,"Virginia The Manassas Veterans Housing and Post Center project will construct new units of affordable housing focused on veterans in historic Manassas Virginia, while also revitalizing an American Legion post to serve local veterans and the community. City of Manassas",VA,2000.0,Tim Kaine,,,,,
"Transportation, Housing & Urban Development",Christopher Newport,"University To replace an aging ROTC building, which is currently a 1964 2-story residential home, in favor of a more suitable training facility for CNU and W&M's ROTC cadets as they train to become officers in the United States Army. City of Newport",News VA,7900.0,Tim Kaine,,,,,
"Transportation, Housing & Urban Development",City of Newport News,This project will target the renovation and improvement of facilities in Newport News Park that support community health and well-being. City of Newport,News VA,2200.0,Tim Kaine,,,,,
"Transportation, Housing & Urban Development",Virginia Department of,Transportation The purpose of this project is to procure and install Signal System Components and optimize Signal Timing to decrease congestion and increase safety throughout the City. City of Newport,News VA,1520.0,Tim Kaine,,,,,
"Transportation, Housing & Urban Development",Virginia Department of,"Transportation This project extends the useful life of the Military Highway bridge, a major connector for the commercial business sector in southeast Norfolk serving approximately 59,000 vehicles daily.",City of Norfolk VA,2800.0,Tim Kaine,,,,,
"Transportation, Housing & Urban Development",YWCA South Hampton,"Roads To construct a facility to serve and empower women, who have been victims of violence and abuse.",City of Norfolk VA,2000.0,Tim Kaine,,,,,
"Transportation, Housing & Urban Development",Virginia Department of,"Transportation Funds provided will be used for new paratransit vehicles, allowing HRT to serve our most transit-dependent riders ensuring continued compliance with the Americans with Disabilities Act.",City of Norfolk VA,3000.0,Tim Kaine,,,,,
"Transportation, Housing & Urban Development",Norfolk Airport Authority,Funding will be used to construct accessible passenger loading zones along the terminal building curbside.,City of Norfolk VA,3000.0,Tim Kaine,,,,,
"Transportation, Housing & Urban Development",City of Petersburg,"Revitalizing Ferndale Park and the Appomattox River Trail presents an opportunity to improve community health, foster cultural enrichment and drive economic prosperity through destination improvements for residents and visitors. City of Petersburg",VA,2600.0,Tim Kaine,,,,,
"Transportation, Housing & Urban Development",Virginia Department of,Transportation To construct a multi-use path to connect Poquoson to the Birthplace of America Trail and increase alternative transportation options within the City. City of Poquoson,VA,1015.0,Tim Kaine,,,,,
"Transportation, Housing & Urban Development",Maggie Walker,"Community Land Trust To create permanently affordable housing options in the Richmond metropolitan area, fostering community stability and economic opportunity for low- and moderate-income families. City of Richmond",VA,500.0,Tim Kaine,,,,,
"Transportation, Housing & Urban Development",Feed More,"Construction of a new, state-of-the-art, 120,000-square foot facility in Henrico, Virginia that serves over 200,000 low- and moderate-income families throughout 29 counties and five cities in Central and Southside Virginia. City of Richmond",VA,3500.0,Tim Kaine,,,,,
"Transportation, Housing & Urban Development",THUD_Kaine_CDS_Disclosure_24.pdf,"Document created 06/20/2024, 04:10 PM Virginia Supportive Housing To build high-quality, safe, and affordable housing with on-site supportive services to those individuals in the community with the greatest need. City of Richmond",VA,500.0,Tim Kaine,,,,,
"Transportation, Housing & Urban Development","Habitat for Humanity,",Richmond Metropolitan To provide emergency critical home repairs and accessibility modifications for homeowners with low and moderate incomes. City of Richmond,VA,100.0,Tim Kaine,,,,,
"Transportation, Housing & Urban Development",Community Housing,"Partners Corporation To provide affordable housing to low- and moderate-income persons, families and people with special needs living in the Town of Blacksburg. City of Richmond",VA,1500.0,Tim Kaine,,,,,
"Transportation, Housing & Urban Development",disAbility Law Center,"To acquire a location that will serve as office space for the organization and as meeting, training and office space for disability organizations in Virginia. City of Richmond",VA,850.0,Tim Kaine,,,,,
"Transportation, Housing & Urban Development","City of Richmond, VA","This project would rehabilitate an outdated community center in one of the City’s lowest-income neighborhoods into a childcare facility, meeting one of the critical workforce needs of Central Virginia. City of Richmond",VA,2080.0,Tim Kaine,,,,,
"Transportation, Housing & Urban Development",City of Richmond,"This project will improve stormwater management in the largest watershed in the City of Richmond, as well as activating economic development opportunities in the same area. City of Richmond",VA,2231.0,Tim Kaine,,,,,
"Transportation, Housing & Urban Development",Virginia Department of,"Transportation Fall Line Trail Segment 4A is a two 2.1-mile regional trail project that improves multimodal transportation and encourages tourism, while better connecting the City of Richmond and Chesterfield County City of Richmond / Chesterfield",County VA,5000.0,Tim Kaine,,,,,
"Transportation, Housing & Urban Development",Roanoke Regional Airport,Commission Funding will be used to support the acquisition of property at the Roanoke Airport to extend the primary runaway and protect/prevent the development of incompatible land uses.,City of Roanoke VA,2160.0,Tim Kaine,,,,,
"Transportation, Housing & Urban Development",Roanoke City Public,"Schools This project transforms a historic school and administration building into an empowerment center through facility upgrades and renovations, honoring the building’s legacy and ensuring it’s continued service to the community.",City of Roanoke VA,9630.0,Tim Kaine,,,,,
"Transportation, Housing & Urban Development",Virginia Department of,Transportation This project will rehabilitate Mill Mountain Greenway/Prospect Road from the intersection of Sylvan Road with Walnut Street to the top of Mill Mountain near the Zoo.,City of Roanoke VA,4120.0,Tim Kaine,,,,,
"Transportation, Housing & Urban Development",Virginia Department of,Transportation Funding will be used to widen and straighten a city street to state standards and provide safer passage for motorists.,City of Salem VA,3000.0,Tim Kaine,,,,,
"Transportation, Housing & Urban Development",Arcadia Project,"To transform a blighted historic theater into an accessible multi-purpose community venue that provides educational and cultural opportunities, and creates jobs for the local community. City of Staunton",VA,500.0,Tim Kaine,,,,,
