fiscal_year,secretariat,agency,program,service_area,appropriated_amount,total_spent_ytd,remaining_balance,execution_rate,number_of_unique_recipients,top_10_recipients,category_breakdown,match_type,match_score
2025,EDUCATION,,,Unique Military Activities,11089162.0,7954434.74,3134727.26,0.7173161272240409,44,"[""MISCELLANEOUS ADJUSTMENT"", ""Commonwealth of Virginia"", ""Parkhurst Dining LLC"", ""Cellco Partnership"", ""Boathouse Ron Sports LTD"", ""Best Promotional Products & Apparel LLC"", ""SAYRE ENTERPRISES INC"", ""Veritext LLC"", ""DeMoulin Brothers & Co"", ""Henderson Imports Ltd""]","{""PERSONAL SERVICES"": 181, ""SUPPLIES AND MATERIALS"": 153, ""CONTRACTUAL SERVICES"": 126, ""CONTINUOUS CHARGES"": 46, ""EQUIPMENT"": 17, ""TRANSFER PAYMENTS"": 2}",strict,1.0
2025,EXECUTIVE OFFICES,Attorney General & Dept of Law,Regulatn of Business Practices,Regulatory & Consumer Advocacy,6786546.0,3742577.88,3043968.12,0.5514702000104323,41,"[""nan"", ""MISCELLANEOUS ADJUSTMENT"", ""Everlaw"", ""Larkin & Associates PLLC"", ""Department of General Services"", ""Servient Inc"", ""Connect Parent Corporation"", ""Virginia Information Technologies Agency"", ""LexisNexis Risk Data Management LLC"", ""Don S Norwood""]","{""PERSONAL SERVICES"": 482, ""CONTRACTUAL SERVICES"": 191, ""CONTINUOUS CHARGES"": 17, ""SUPPLIES AND MATERIALS"": 11, ""TRANSFER PAYMENTS"": 1}",fuzzy,0.9722222222222223
2025,EXECUTIVE OFFICES,,,Appointments,3161712.0,1784324.6600000001,1377387.3399999999,0.5643539512770297,22,"[""nan"", ""Bank of America"", ""MISCELLANEOUS ADJUSTMENT"", ""Elavon Inc"", ""Virginia Information Technologies Agency"", ""Department of General Services"", ""Wells Fargo Bank NA"", ""JACKSON,LEE ANTHONY"", ""The Pitney Bowes Bank Inc"", ""WILLIAMS,EMMA ASHTON""]","{""PERSONAL SERVICES"": 273, ""CONTRACTUAL SERVICES"": 191, ""CONTINUOUS CHARGES"": 47, ""SUPPLIES AND MATERIALS"": 29, ""EQUIPMENT"": 11, ""TRANSFER PAYMENTS"": 2}",strict,1.0
2025,EXECUTIVE OFFICES,,,Authentication,3161712.0,103.77000000000001,3161608.23,3.28208261853072e-05,2,"[""nan"", ""MISCELLANEOUS ADJUSTMENT""]","{""PERSONAL SERVICES"": 22}",strict,1.0
2025,EXECUTIVE OFFICES,,,Compliance and Enforcement,1399535.0,624772.47,774762.53,0.4464143233288199,17,"[""nan"", ""MISCELLANEOUS ADJUSTMENT"", ""UNITED PARCEL SERVICE"", ""Virginia Information Technologies Agency"", ""Edwards Business Machines  Inc"", ""Edwards Business Machines Inc"", ""Farnsworth & Taylor Reporting LLC"", ""PACER Service Center"", ""Melissa Miller"", ""Virginia Employment Commission""]","{""PERSONAL SERVICES"": 265, ""CONTRACTUAL SERVICES"": 66, ""CONTINUOUS CHARGES"": 19, ""EQUIPMENT"": 1}",strict,1.0
2025,EXECUTIVE OFFICES,,,DiversityEquity&InclusionSrvcs,1816772.0,205764.89,1611007.1099999999,0.11325851014876936,1,"[""nan""]","{""PERSONAL SERVICES"": 202}",strict,1.0
2025,EXECUTIVE OFFICES,,,General Management & Direction,7522963.0,4916164.01,2606798.99,0.653487729502325,88,"[""nan"", ""Bank of America"", ""MISCELLANEOUS ADJUSTMENT"", ""Department of General Services"", ""Virginia Information Technologies Agency"", ""Verizon Wireless"", ""Wilmer Cutler Pickering Hale and Dorr LL"", ""ZIMMERMAN,KATHRYN C"", ""Commonwealth of Va Dept of the Treasury"", ""SALTER,AMBER ANGE""]","{""PERSONAL SERVICES"": 548, ""CONTRACTUAL SERVICES"": 220, ""CONTINUOUS CHARGES"": 100, ""TRANSFER PAYMENTS"": 63, ""SUPPLIES AND MATERIALS"": 55, ""EQUIPMENT"": 20}",strict,1.0
2025,EXECUTIVE OFFICES,,,Intergovernmental Relations,587109.0,202952.16999999998,384156.83,0.34568056357507715,3,"[""nan"", ""Department of General Services"", ""MISCELLANEOUS ADJUSTMENT""]","{""PERSONAL SERVICES"": 144, ""CONTINUOUS CHARGES"": 14}",strict,1.0
2025,EXECUTIVE OFFICES,,,Judicial Support Services,3161712.0,-17.229999999999983,3161729.23,-5.449579215311193e-06,2,"[""nan"", ""MISCELLANEOUS ADJUSTMENT""]","{""PERSONAL SERVICES"": 25}",strict,1.0
2025,EXECUTIVE OFFICES,,,Medicaid Fraud Invst/Prosecutn,14429831.0,8903508.03,5526322.970000001,0.6170209498642083,56,"[""nan"", ""MISCELLANEOUS ADJUSTMENT"", ""Department of General Services"", ""MANSFIELD OIL Co of Gainesville Inc"", ""Sterling Ideas Unlimited Inc"", ""UNITED PARCEL SERVICE"", ""Virginia Information Technologies Agency"", ""Edwards Business Machines  Inc"", ""Edwards Business Machines Inc"", ""Superior Global Solutions Inc""]","{""PERSONAL SERVICES"": 759, ""CONTRACTUAL SERVICES"": 301, ""SUPPLIES AND MATERIALS"": 127, ""CONTINUOUS CHARGES"": 107, ""TRANSFER PAYMENTS"": 46, ""EQUIPMENT"": 14}",strict,1.0
2025,EXECUTIVE OFFICES,,,Notaries Commissioning,3161712.0,8678.42,3153033.58,0.002744848360634998,1,"[""nan""]","{""PERSONAL SERVICES"": 6}",strict,1.0
2025,EXECUTIVE OFFICES,,,Other Admin and Spprt Srvcs,7522963.0,22830.95,7500132.05,0.0030348348117623337,1,"[""Computer Aid Inc""]","{""CONTRACTUAL SERVICES"": 4}",strict,1.0
2025,EXECUTIVE OFFICES,,,St Agy/Local Legal Asst&Advice,57435842.0,39788868.05,17646973.950000003,0.6927532820011587,376,"[""nan"", ""MISCELLANEOUS ADJUSTMENT"", ""Department of General Services"", ""MANSFIELD OIL Co of Gainesville Inc"", ""Achieve 1 LLC"", ""RELX Inc"", ""Midwest Trophy"", ""DNA Labs International Inc"", ""DALY COMPUTERS INC"", ""Virginia Information Technologies Agency""]","{""PERSONAL SERVICES"": 1565, ""CONTRACTUAL SERVICES"": 1377, ""CONTINUOUS CHARGES"": 273, ""SUPPLIES AND MATERIALS"": 263, ""EQUIPMENT"": 125, ""TRANSFER PAYMENTS"": 125}",strict,1.0
2025,EXECUTIVE OFFICES,,,State Collection Services,3653502.0,1324316.58,2329185.42,0.36247867936024125,24,"[""nan"", ""MISCELLANEOUS ADJUSTMENT"", ""Athena Consulting LLC"", ""MANSFIELD OIL Co of Gainesville Inc"", ""Virginia Information Technologies Agency"", ""Edwards Business Machines  Inc"", ""Elavon Inc"", ""Equifax Information Services"", ""Edwards Business Machines Inc"", ""RELX Inc""]","{""PERSONAL SERVICES"": 286, ""CONTRACTUAL SERVICES"": 127, ""CONTINUOUS CHARGES"": 34, ""SUPPLIES AND MATERIALS"": 20, ""EQUIPMENT"": 1}",strict,1.0
2025,EXECUTIVE OFFICES,,,State Fraud Recovery Services,3653502.0,284830.61,3368671.39,0.07796098373560491,3,"[""MISCELLANEOUS ADJUSTMENT"", ""Department of General Services"", ""City of Norfolk""]","{""PERSONAL SERVICES"": 1, ""CONTINUOUS CHARGES"": 1, ""CONTRACTUAL SERVICES"": 1, ""TRANSFER PAYMENTS"": 1}",strict,1.0
2025,EXECUTIVE OFFICES,,,Strategic&Special Initiatives,7522963.0,220616.38,7302346.62,0.029325729768975337,7,"[""nan"", ""MISCELLANEOUS ADJUSTMENT"", ""Commonwealth of Virginia"", ""Civic Initiatives LLC"", ""Tanner Hawthorne Jones"", ""Virginia Commonwealth University"", ""The Fahrenheit Group LLC""]","{""PERSONAL SERVICES"": 14, ""CONTRACTUAL SERVICES"": 6}",strict,1.0
2025,FINANCE,Department of Accounts,Fin Sys Development & Mgmt,Computer Services,3501869.0,-87493.18000000001,3589362.18,-0.024984709593648423,2,"[""MISCELLANEOUS ADJUSTMENT"", ""Virginia Information Technologies Agency""]","{""CONTRACTUAL SERVICES"": 26, ""PERSONAL SERVICES"": 10, ""CONTINUOUS CHARGES"": 7, ""EQUIPMENT"": 3}",fuzzy,0.9056603773584905
2025,FINANCE,Department of Accounts,Fin Sys Development & Mgmt,Financial System Development,3501869.0,271533.93,3230335.07,0.07753971664845258,5,"[""nan"", ""MISCELLANEOUS ADJUSTMENT"", ""Computer Aid Inc"", ""SHI International Corp"", ""GARTNER INC""]","{""PERSONAL SERVICES"": 232, ""CONTRACTUAL SERVICES"": 12, ""CONTINUOUS CHARGES"": 1}",fuzzy,0.9056603773584905
2025,FINANCE,Department of Accounts,Fin Sys Development & Mgmt,Financial System Maintenance,3501869.0,454675.36,3047193.64,0.129837912269134,4,"[""nan"", ""MISCELLANEOUS ADJUSTMENT"", ""Computer Aid Inc"", ""SHI International Corp""]","{""PERSONAL SERVICES"": 224, ""CONTRACTUAL SERVICES"": 11, ""EQUIPMENT"": 8, ""CONTINUOUS CHARGES"": 5, ""SUPPLIES AND MATERIALS"": 3}",fuzzy,0.9056603773584905
2025,FINANCE,Department of Accounts,Info Systems Mgmt & Direction,Fin Oversight for Cardinal,45422533.0,31641239.11,13781293.89,0.6965978561785623,19,"[""nan"", ""MISCELLANEOUS ADJUSTMENT"", ""Mythics LLC"", ""Virginia Information Technologies Agency"", ""Computer Aid Inc"", ""Department of General Services"", ""Accenture LLP"", ""VIRGINIA INTERACTIVE LLC"", ""Accenture, LLP"", ""Sonitrol of Greater Richmond Inc""]","{""PERSONAL SERVICES"": 520, ""CONTRACTUAL SERVICES"": 325, ""CONTINUOUS CHARGES"": 84, ""SUPPLIES AND MATERIALS"": 24, ""EQUIPMENT"": 7}",fuzzy,0.927536231884058
2025,FINANCE,Department of Accounts,Info Systems Mgmt & Direction,Fin Oversight for PB System,45422533.0,2081642.37,43340890.63,0.04582840789614265,2,"[""Computer Aid Inc"", ""Project Performance Company LLC""]","{""CONTRACTUAL SERVICES"": 22}",fuzzy,0.927536231884058
2025,FINANCE,Department of the Treasury,Investmnt/Trust/Insurance Svcs,Banking & Investment Services,69627631.0,9329043.53,60298587.47,0.13398479017618736,14,"[""nan"", ""MISCELLANEOUS ADJUSTMENT"", ""Virginia Information Technologies Agency"", ""State Street Bank and Trust Company"", ""Computer Aid Inc"", ""Harland Clarke Corp"", ""Bloomberg Finance LP"", ""Department of General Services"", ""Standard  Poors"", ""DS Services of America Inc""]","{""PERSONAL SERVICES"": 280, ""CONTRACTUAL SERVICES"": 105, ""CONTINUOUS CHARGES"": 27, ""EQUIPMENT"": 1, ""TRANSFER PAYMENTS"": 1, ""SUPPLIES AND MATERIALS"": 1}",fuzzy,0.9411764705882354
2025,FINANCE,Department of the Treasury,Investmnt/Trust/Insurance Svcs,Debt Management,69627631.0,468242.21,69159388.79,0.006724948174669335,7,"[""nan"", ""MISCELLANEOUS ADJUSTMENT"", ""Virginia Information Technologies Agency"", ""Department of General Services"", ""PALMER,MELISSA W"", ""National Association of State Treasurers"", ""Gatts Consulting LLC""]","{""PERSONAL SERVICES"": 397, ""CONTRACTUAL SERVICES"": 31, ""CONTINUOUS CHARGES"": 24, ""OBLIGATIONS"": 1, ""SUPPLIES AND MATERIALS"": 1}",fuzzy,0.9411764705882354
2025,FINANCE,Department of the Treasury,Investmnt/Trust/Insurance Svcs,Insurance Services,69627631.0,9607379.45,60020251.55,0.13798228249356925,350,"[""nan"", ""Timberlake Smith Thomas & Moses PC"", ""MISCELLANEOUS ADJUSTMENT"", ""Sands Anderson PC"", ""Frith Anderson & Peake PC"", ""Pender & Coward PC"", ""Harman Claytor Corrigan & Wellman PC"", ""Furniss Davis Rashkind and Saunders P.C."", ""Moran Reeves Conn PC"", ""Virginia Information Technologies Agency""]","{""CONTRACTUAL SERVICES"": 760, ""TRANSFER PAYMENTS"": 454, ""PERSONAL SERVICES"": 252, ""CONTINUOUS CHARGES"": 33, ""SUPPLIES AND MATERIALS"": 5, ""EQUIPMENT"": 4}",fuzzy,0.9411764705882354
2025,FINANCE,,,Accounting and Trust Services,16278613.0,1151980.57,15126632.43,0.0707665063356442,9,"[""nan"", ""MISCELLANEOUS ADJUSTMENT"", ""Broadridge Financial Solutions Inc"", ""Virginia Information Technologies Agency"", ""DS Services of America Inc"", ""Principal Bank"", ""Commonwealth of Virginia State Police"", ""Gatts Consulting LLC"", ""FIS FedFis LLC""]","{""PERSONAL SERVICES"": 489, ""CONTRACTUAL SERVICES"": 80, ""CONTINUOUS CHARGES"": 16, ""SUPPLIES AND MATERIALS"": 5, ""EQUIPMENT"": 3}",strict,1.0
2025,FINANCE,,,Administrative Services,16278613.0,1214473.97,15064139.03,0.07460549433787755,21,"[""nan"", ""MISCELLANEOUS ADJUSTMENT"", ""Virginia Information Technologies Agency"", ""Bank of America"", ""Department of General Services"", ""Virginia Employment Commission"", ""RICHARDSON,DAVID LEE"", ""DS Services of America Inc"", ""Commonwealth of Virginia State Police"", ""DataBank IMX LLC Inc""]","{""PERSONAL SERVICES"": 857, ""CONTRACTUAL SERVICES"": 317, ""CONTINUOUS CHARGES"": 78, ""EQUIPMENT"": 55, ""SUPPLIES AND MATERIALS"": 43, ""TRANSFER PAYMENTS"": 12}",strict,1.0
2025,FINANCE,,,Check Procss & Bank Recon,16278613.0,1622153.73,14656459.27,0.09964938229073939,13,"[""nan"", ""MISCELLANEOUS ADJUSTMENT"", ""DATAMATX"", ""Virginia Information Technologies Agency"", ""Principal Bank"", ""INSTANT WEB LLC DBA IWCO DIRECT"", ""Pitney Bowes Inc"", ""OMAR SAMAHA"", ""Department of General Services"", ""Virginia Retirement System""]","{""PERSONAL SERVICES"": 258, ""CONTRACTUAL SERVICES"": 139, ""CONTINUOUS CHARGES"": 26, ""SUPPLIES AND MATERIALS"": 7, ""TRANSFER PAYMENTS"": 2}",strict,1.0
2025,FINANCE,,,Compliance Audit,1048866247.0,7398516.15,1041467730.85,0.00705382232592713,125,"[""nan"", ""MISCELLANEOUS ADJUSTMENT"", ""22nd Century Technologies Inc"", ""TSRC Inc"", ""EKE,BLESSING C"", ""RYNIEJSKI,AGNIESZKA J"", ""SHERIF,MUSA L"", ""BOSTIC"", ""FENNER,RICK S"", ""B W WILSON PAPER CO INC""]","{""PERSONAL SERVICES"": 1257, ""CONTRACTUAL SERVICES"": 257, ""SUPPLIES AND MATERIALS"": 38, ""CONTINUOUS CHARGES"": 12, ""EQUIPMENT"": 5}",strict,1.0
2025,FINANCE,,,Compliance Collections,1048866247.0,9741597.31,1039124649.69,0.00928774029850157,30,"[""nan"", ""22nd Century Technologies Inc"", ""MISCELLANEOUS ADJUSTMENT"", ""Harris & Harris Ltd"", ""Lionbridge Global Solutions II"", ""Computer Aid Inc"", ""VA Department for the Blind and Vision I"", ""Equifax Information Services"", ""Central Virginia Locksmith"", ""LexisNexis Risk Data Management LLC""]","{""PERSONAL SERVICES"": 721, ""CONTRACTUAL SERVICES"": 388, ""SUPPLIES AND MATERIALS"": 5, ""CONTINUOUS CHARGES"": 3}",strict,1.0
2025,FINANCE,,,Customer Services,1048866247.0,4802118.6899999995,1044064128.31,0.004578389955568853,21,"[""nan"", ""22nd Century Technologies Inc"", ""MISCELLANEOUS ADJUSTMENT"", ""Commonwealth of Virginia State Police"", ""Lionbridge Global Solutions II"", ""LexisNexis Risk Data Management LLC"", ""Enterprise Holdings Inc"", ""MANSFIELD OIL Co of Gainesville Inc"", ""Snap Solutions LLC"", ""DALY COMPUTERS INC""]","{""PERSONAL SERVICES"": 568, ""CONTRACTUAL SERVICES"": 189, ""SUPPLIES AND MATERIALS"": 18, ""EQUIPMENT"": 12, ""CONTINUOUS CHARGES"": 1, ""TRANSFER PAYMENTS"": 1}",strict,1.0
2025,FINANCE,,,Disbursements Review,11471240.0,110898.20999999999,11360341.79,0.009667499764628757,1,"[""nan""]","{""PERSONAL SERVICES"": 203}",strict,1.0
2025,FINANCE,,,Financial Reporting,11471240.0,34187827.13,-22716587.130000003,2.980307894351439,10,"[""nan"", ""MISCELLANEOUS ADJUSTMENT"", ""Accenture LLP"", ""Department of General Services"", ""DEPT OF HEALTH AND HUMAN SERVICES"", ""COMMONWEALTH OF VIRGINIA"", ""Accenture, LLP"", ""Virginia Information Technologies Agency"", ""WILEY,CHANTELL RENAY"", ""Vertosoft LLC""]","{""PERSONAL SERVICES"": 287, ""CONTINUOUS CHARGES"": 35, ""CONTRACTUAL SERVICES"": 34, ""EQUIPMENT"": 6, ""SUPPLIES AND MATERIALS"": 4, ""TRANSFER PAYMENTS"": 1}",strict,1.0
2025,FINANCE,,,General Accounting,11471240.0,1113917.3,10357322.7,0.09710522140588115,3,"[""nan"", ""MISCELLANEOUS ADJUSTMENT"", ""Department of General Services""]","{""PERSONAL SERVICES"": 305, ""CONTINUOUS CHARGES"": 51, ""CONTRACTUAL SERVICES"": 17, ""EQUIPMENT"": 3, ""SUPPLIES AND MATERIALS"": 1}",strict,1.0
2025,FINANCE,,,General Management & Direction,188328909.0,20175363.21,168153545.79,0.10712833901671465,75,"[""nan"", ""MISCELLANEOUS ADJUSTMENT"", ""XEROX Corporation"", ""TOP GUARD INC"", ""UNITED PARCEL SERVICE"", ""Virginia Information Technologies Agency"", ""Department of General Services"", ""Johnson Controls Security Solutions LLC"", ""Midwest Trophy"", ""Pitney Bowes Presort Services Inc""]","{""PERSONAL SERVICES"": 811, ""CONTRACTUAL SERVICES"": 723, ""CONTINUOUS CHARGES"": 181, ""SUPPLIES AND MATERIALS"": 115, ""EQUIPMENT"": 41, ""TRANSFER PAYMENTS"": 37}",strict,1.0
2025,FINANCE,,,Information Technology Svcs,188328909.0,18835774.03,169493134.97,0.10001530901450717,38,"[""Computer Aid Inc"", ""nan"", ""MISCELLANEOUS ADJUSTMENT"", ""SHI International Corp"", ""UNITED PARCEL SERVICE"", ""Carahsoft Technology Corp"", ""XEROX Corporation"", ""ThunderCat Technology LLC"", ""Department of General Services"", ""Canon Solutions America Inc""]","{""CONTRACTUAL SERVICES"": 503, ""PERSONAL SERVICES"": 283, ""EQUIPMENT"": 17, ""SUPPLIES AND MATERIALS"": 4, ""CONTINUOUS CHARGES"": 4}",strict,1.0
2025,FINANCE,,,Legal and Technical Services,1048866247.0,1064417.03,1047801829.97,0.001014826278416794,8,"[""nan"", ""22nd Century Technologies Inc"", ""MISCELLANEOUS ADJUSTMENT"", ""MANSFIELD OIL Co of Gainesville Inc"", ""TSRC Inc"", ""Department of General Services"", ""RCS Moving LLC"", ""West Publishing Corporation""]","{""PERSONAL SERVICES"": 272, ""CONTRACTUAL SERVICES"": 111, ""SUPPLIES AND MATERIALS"": 7, ""EQUIPMENT"": 1}",strict,1.0
2025,FINANCE,,,Payroll Operations,11471240.0,639070.02,10832169.98,0.055710631108755466,2,"[""nan"", ""MISCELLANEOUS ADJUSTMENT""]","{""PERSONAL SERVICES"": 240, ""CONTINUOUS CHARGES"": 23, ""CONTRACTUAL SERVICES"": 5, ""EQUIPMENT"": 2}",strict,1.0
2025,FINANCE,,,Payroll Service Bureau,4050220.0,1307578.03,2742641.9699999997,0.3228412357847228,5,"[""nan"", ""MISCELLANEOUS ADJUSTMENT"", ""Virginia Information Technologies Agency"", ""Department of General Services"", ""Spacesaver Storage Solutions LLC""]","{""PERSONAL SERVICES"": 251, ""CONTRACTUAL SERVICES"": 53, ""CONTINUOUS CHARGES"": 20, ""SUPPLIES AND MATERIALS"": 4, ""EQUIPMENT"": 3}",strict,1.0
2025,FINANCE,,,Tax Return Processing,1048866247.0,4359152.77,1044507094.23,0.004156061635569058,18,"[""nan"", ""22nd Century Technologies Inc"", ""MISCELLANEOUS ADJUSTMENT"", ""Diversity Graphic Solutions LLC"", ""Agissar Corp"", ""VIRGINIA CORRECTIONAL ENTERPRISES"", ""United States Postal Service"", ""Pitney Bowes Inc"", ""LexisNexis Risk Data Management LLC"", ""Workwell Technologies Inc""]","{""PERSONAL SERVICES"": 303, ""CONTRACTUAL SERVICES"": 106, ""SUPPLIES AND MATERIALS"": 14, ""EQUIPMENT"": 8, ""TRANSFER PAYMENTS"": 2}",strict,1.0
2025,FINANCE,,,Training for Local Assessors,2377024.0,22823.84,2354200.16,0.009601855092754638,2,"[""nan"", ""NELSON""]","{""PERSONAL SERVICES"": 62, ""CONTRACTUAL SERVICES"": 2}",strict,1.0
2025,FINANCE,,,Unclaimed Property Admin,16278613.0,7459361.4799999995,8819251.52,0.4582307767866955,23,"[""nan"", ""MISCELLANEOUS ADJUSTMENT"", ""Kelmar Associates LLC"", ""Virginia Information Technologies Agency"", ""Kroll Government Solutions LLC"", ""Department of General Services"", ""Avenu Insights & Analytics"", ""Interactive Data Pricing and Reference D"", ""22nd Century Technologies Inc"", ""LEXIS NEXIS""]","{""PERSONAL SERVICES"": 317, ""CONTRACTUAL SERVICES"": 188, ""CONTINUOUS CHARGES"": 44, ""SUPPLIES AND MATERIALS"": 12, ""EQUIPMENT"": 5}",strict,1.0
2025,FINANCE,,,Valuatn & Assessment Asst-Loc,2377024.0,936494.2,1440529.8,0.3939775955143911,11,"[""nan"", ""MISCELLANEOUS ADJUSTMENT"", ""SCHAEFFER,CORY L"", ""Environmental Systems Research Institute"", ""Virginia Polytechnic Institute & State U"", ""Sands Anderson PC"", ""SCHAEFFER"", ""WALTERS"", ""Myers & Woods Appraisal Group Inc"", ""PAK""]","{""PERSONAL SERVICES"": 755, ""CONTRACTUAL SERVICES"": 15, ""SUPPLIES AND MATERIALS"": 2, ""CONTINUOUS CHARGES"": 2}",strict,1.0
2025,HEALTH AND HUMAN RESOURCES,Department of Health,Environmental Hlth Hzrds Cntrl,Bedding & Upholstery Inspectn,16257588.0,421661.48,15835926.52,0.025936287719924997,13,"[""nan"", ""Virginia Information Technologies Agency"", ""Department of General Services"", ""MISCELLANEOUS ADJUSTMENT"", ""Athena Consulting LLC"", ""22nd Century Technologies Inc"", ""GRAVES-MILLER,MELANIE"", ""DALY COMPUTERS INC"", ""Bank of America"", ""Fieldprint Inc""]","{""PERSONAL SERVICES"": 254, ""CONTRACTUAL SERVICES"": 54, ""SUPPLIES AND MATERIALS"": 12, ""CONTINUOUS CHARGES"": 6, ""EQUIPMENT"": 1}",fuzzy,0.9411764705882354
2025,HEALTH AND HUMAN RESOURCES,Department of Health,Environmental Hlth Hzrds Cntrl,Radiological Hlth&Safety Reg,16257588.0,1518583.9,14739004.1,0.093407699838377,35,"[""nan"", ""MISCELLANEOUS ADJUSTMENT"", ""Virginia Information Technologies Agency"", ""Department of General Services"", ""Bank of America"", ""3Sixty Holdings LLC"", ""Elavon Inc"", ""UNITED PARCEL SERVICE"", ""LAURUS Systems Inc"", ""The Remi Group LLC""]","{""PERSONAL SERVICES"": 960, ""CONTRACTUAL SERVICES"": 311, ""SUPPLIES AND MATERIALS"": 113, ""CONTINUOUS CHARGES"": 48, ""EQUIPMENT"": 23, ""TRANSFER PAYMENTS"": 2, ""PROPERTY IMPROVEMENTS"": 2}",fuzzy,0.9411764705882354
2025,HEALTH AND HUMAN RESOURCES,Department of Health,Environmental Hlth Hzrds Cntrl,Shellfish Sanitation,16257588.0,1904712.93,14352875.07,0.11715839582107751,44,"[""nan"", ""MISCELLANEOUS ADJUSTMENT"", ""Bank of America"", ""Department of General Services"", ""Virginia Information Technologies Agency"", ""VWR FUNDING INC"", ""22nd Century Technologies Inc"", ""MANSFIELD OIL Co of Gainesville Inc"", ""Athena Consulting LLC"", ""PRESTIGE SERVICES VA LLC""]","{""PERSONAL SERVICES"": 250, ""SUPPLIES AND MATERIALS"": 160, ""CONTRACTUAL SERVICES"": 157, ""CONTINUOUS CHARGES"": 78, ""EQUIPMENT"": 26, ""TRANSFER PAYMENTS"": 8, ""PROPERTY IMPROVEMENTS"": 2}",fuzzy,0.9411764705882354
2025,HEALTH AND HUMAN RESOURCES,Department of Health,Environmental Hlth Hzrds Cntrl,St Office Environmntl Hlth Svc,16257588.0,4848711.4,11408876.6,0.2982429742960641,94,"[""nan"", ""MISCELLANEOUS ADJUSTMENT"", ""22nd Century Technologies Inc"", ""Virginia Information Technologies Agency"", ""Department of General Services"", ""Bank of America"", ""Middle Peninsula Planning District Comm"", ""Southeast Rural Community Assistance Pro"", ""Athena Consulting LLC"", ""The Rockbridge Area Conservation Council""]","{""PERSONAL SERVICES"": 782, ""CONTRACTUAL SERVICES"": 377, ""TRANSFER PAYMENTS"": 78, ""CONTINUOUS CHARGES"": 56, ""SUPPLIES AND MATERIALS"": 56, ""PROPERTY IMPROVEMENTS"": 42, ""EQUIPMENT"": 18}",fuzzy,0.9411764705882354
2025,HEALTH AND HUMAN RESOURCES,Department of Health,HE Student Financial Assistnce,Scholarships,20007021.0,4720387.3,15286633.7,0.23593653947781631,638,"[""Virginia Information Technologies Agency"", ""MISCELLANEOUS ADJUSTMENT"", ""Amy Gregory"", ""Rappahannock Community College"", ""Diana Boutte"", ""James Madison University"", ""Beth Phillips"", ""Elizabeth Gochenour"", ""Blue Ridge Community College"", ""Jessica Johnson""]","{""TRANSFER PAYMENTS"": 719, ""CONTRACTUAL SERVICES"": 44, ""CONTINUOUS CHARGES"": 4, ""SUPPLIES AND MATERIALS"": 1}",fuzzy,0.9577464788732394
2025,HEALTH AND HUMAN RESOURCES,Department of Health,Vital Records & Health Stat,Health Statistics,9470393.0,-79917.56,9550310.56,-0.008438674086703688,10,"[""nan"", ""MISCELLANEOUS ADJUSTMENT"", ""Virginia Information Technologies Agency"", ""Computer Aid Inc"", ""22nd Century Technologies Inc"", ""AUSTIN,SETH MICHAEL"", ""Bank of America"", ""Department of General Services"", ""NAPHSIS"", ""SHI International Corp""]","{""PERSONAL SERVICES"": 167, ""CONTRACTUAL SERVICES"": 91, ""CONTINUOUS CHARGES"": 5}",fuzzy,0.90625
